1	1
2	1
3	2
3	80797
4	2
5	3
5	17863
5	35251
6	3
6	17863
6	30551
6	35251
6	45244
6	46119
7	3
8	4
8	11421
8	12563
8	21841
8	22307
8	43201
8	44344
8	58669
8	90329
8	90451
9	4
9	11421
10	4
11	4
11	11421
11	43201
12	4
13	5
14	5
14	1997
14	4824
14	39985
14	44154
14	46834
14	47003
14	52000
14	53126
14	85767
14	97320
15	5
15	9345
15	17909
15	39489
15	45542
15	91065
15	92636
16	5
16	91565
16	99940
17	6
17	14427
17	17679
17	27328
17	42442
17	53738
17	77931
17	85582
17	89008
17	90157
18	6
19	6
20	6
20	6805
20	33449
20	95228
21	7
22	7
22	16693
22	37202
22	56745
23	7
23	8805
24	7
24	1447
24	8805
24	27632
24	31626
24	35897
24	35959
24	37535
24	39067
24	48887
24	49152
24	54465
24	55394
24	67924
24	79771
24	80529
24	82423
24	82793
24	85694
24	85703
24	87183
24	87189
24	87230
24	88909
24	88917
24	88923
24	88932
24	90827
25	8
26	8
27	8
28	9
28	44913
29	9
30	9
30	20673
31	9
31	3869
32	9
32	153
32	3869
32	20673
32	24111
32	44913
32	45117
32	59663
32	95392
32	96862
33	9
33	357
33	10724
33	19962
33	20673
33	23118
33	23158
33	44629
33	44913
33	50734
33	50901
33	53403
33	53856
33	59663
33	66330
33	67582
33	68076
33	72194
33	80421
33	90044
33	96862
34	10
34	59755
35	10
35	86996
36	11
36	43310
37	11
37	43310
37	47958
38	11
39	12
39	76505
39	87482
40	12
40	53574
41	12
41	26029
41	28449
41	35925
41	53574
41	93203
41	99693
42	13
42	10238
42	24292
42	25322
42	26772
42	41211
42	47907
42	49874
42	50725
42	69892
42	71100
42	73420
42	77505
42	79173
43	13
43	2666
43	12646
44	13
44	50725
45	13
45	50725
46	13
47	14
48	14
48	36240
48	41237
48	58377
49	15
49	32048
49	34870
49	48016
50	15
50	8222
50	32048
50	34732
50	34870
50	48016
51	15
51	32048
51	34870
51	48016
52	16
53	16
53	41254
53	94790
54	17
55	17
55	8839
55	11605
55	27407
55	28430
55	33771
55	35474
55	76356
55	77006
55	79500
55	82525
55	82559
55	87298
55	89984
55	94270
55	97736
55	99309
56	17
56	2697
56	3090
56	3426
56	5856
56	8196
56	8697
56	10107
56	10453
56	11598
56	13837
56	14801
56	20229
56	22695
56	23092
56	27800
56	28568
56	32154
56	35045
56	35628
56	36521
56	39004
56	43240
56	43606
56	46556
56	47567
56	47819
56	50185
56	53733
56	54229
56	55159
56	57093
56	74237
56	74251
56	75751
56	76986
56	78159
56	83553
56	85064
56	93356
56	93665
56	95343
56	98224
56	99294
56	100009
56	100060
57	18
58	18
59	18
60	19
61	19
61	13414
61	17382
61	24446
61	27338
61	33303
61	40412
61	46692
61	80095
62	19
62	13414
62	17382
62	17633
62	21353
62	24446
62	27338
62	30601
62	33303
62	46692
62	72271
62	80095
63	20
63	24641
63	31550
63	38565
63	52167
64	20
64	14479
64	52167
65	20
65	14479
66	20
67	21
67	11238
68	21
68	11238
68	11944
68	31908
68	58142
69	21
69	11238
69	11944
69	31908
69	39272
69	45625
69	58142
69	87762
70	22
70	92236
71	22
72	22
72	2128
72	39069
72	46384
72	52830
72	62122
72	62421
72	62492
72	67560
72	67828
72	78398
72	88821
72	89433
72	92236
73	23
73	44778
74	23
75	23
76	23
76	131
76	8461
76	20405
76	44778
76	48910
76	56166
76	71414
76	93242
77	24
78	24
78	20246
78	88621
79	24
80	25
80	12517
80	30506
80	51718
80	53221
80	87785
80	94637
81	25
82	25
83	25
83	51718
83	87785
83	94637
84	26
85	26
85	2961
85	18029
85	19035
85	19287
85	22248
85	26934
85	28457
85	43634
85	60931
85	76871
86	27
86	77720
86	86264
86	86420
87	27
88	27
89	27
89	77720
90	28
90	2931
90	25374
90	40433
90	48947
90	57048
90	70117
90	74844
90	77540
90	95531
90	97807
90	97924
91	28
91	3415
91	48947
91	62126
91	70146
91	74844
91	83823
92	29
93	29
94	29
95	29
96	29
97	29
98	29
99	29
100	30
101	30
101	4540
101	14911
101	54639
101	67803
101	74995
102	30
103	30
104	30
105	30
105	3315
105	24509
105	90397
105	90668
106	30
106	4540
106	14911
106	54639
106	88727
107	31
107	53255
108	31
108	6839
108	53255
108	100190
109	31
109	3703
110	31
110	52739
111	31
111	3703
111	25906
111	93567
111	95131
112	32
113	32
114	32
114	17093
115	32
115	17093
115	34049
116	33
117	33
117	50954
117	74130
117	96622
118	34
118	12518
118	13017
118	26257
118	59496
119	34
119	93763
120	34
120	21381
120	30754
120	36643
120	42413
120	69482
120	72035
121	35
121	51560
122	35
122	1858
122	24821
122	29771
122	32086
122	40635
122	51560
122	58448
122	65475
122	92809
123	36
123	5641
123	70933
123	87147
124	36
124	5641
124	41331
124	53027
124	63543
124	78400
124	78403
124	83364
